Role,Department/Class,Name,Username/Email,Alternative ID,Password
Parent,2nd B.Sc Computer Science (Ward: 25CS009),Mr. Perumal,perumal.25cs009@gmail.com,Parent-25CS009,Parent@25CS009
Student,2nd B.Sc Computer Science,Y. Anitha,anitha.25cs010@college.edu,25CS010,Pass@25CS010
Parent,2nd B.Sc Computer Science (Ward: 25CS010),Mr. Appasamy,appasamy.25cs010@gmail.com,Parent-25CS010,Parent@25CS010
Student,2nd B.Sc Computer Science,K. Gopinath,gopinath.25cs011@college.edu,25CS011,Pass@25CS011
Parent,2nd B.Sc Computer Science (Ward: 25CS011),Mr. Gopalakrishnan,gopalakrishnan.25cs011@gmail.com,Parent-25CS011,Parent@25CS011
Student,2nd B.Sc Computer Science,S. Nandhini,nandhini.25cs012@college.edu,25CS012,Pass@25CS012
Parent,2nd B.Sc Computer Science (Ward: 25CS012),Mr. Neelamegam,neelamegam.25cs012@gmail.com,Parent-25CS012,Parent@25CS012
Student,2nd B.Sc Computer Science,M. Saravanan,saravanan.25cs013@college.edu,25CS013,Pass@25CS013
Parent,2nd B.Sc Computer Science (Ward: 25CS013),Mr. Subramani,subramani.25cs013@gmail.com,Parent-25CS013,Parent@25CS013
Student,2nd B.Sc Computer Science,R. Mahalakshmi,mahalakshmi.25cs014@college.edu,25CS014,Pass@25CS014
Parent,2nd B.Sc Computer Science (Ward: 25CS014),Mr. Madhavan,madhavan.25cs014@gmail.com,Parent-25CS014,Parent@25CS014
Student,2nd B.Sc Computer Science,G. Madhan,madhan.25cs015@college.edu,25CS015,Pass@25CS015
Parent,2nd B.Sc Computer Science (Ward: 25CS015),Mr. Mathivanan,mathivanan.25cs015@gmail.com,Parent-25CS015,Parent@25CS015
Student,2nd B.Sc Computer Science,T. Revathi,revathi.25cs016@college.edu,25CS016,Pass@25CS016
Parent,2nd B.Sc Computer Science (Ward: 25CS016),Mr. Ramalingam,ramalingam.25cs016@gmail.com,Parent-25CS016,Parent@25CS016
Student,2nd B.Sc Computer Science,N. Vetrivel,vetrivel.25cs017@college.edu,25CS017,Pass@25CS017
Parent,2nd B.Sc Computer Science (Ward: 25CS017),Mr. Velu,velu.25cs017@gmail.com,Parent-25CS017,Parent@25CS017
Student,2nd B.Sc Computer Science,B. Priya Dharshini,priya.25cs018@college.edu,25CS018,Pass@25CS018
Parent,2nd B.Sc Computer Science (Ward: 25CS018),Mr. Sundaram,sundaram.25cs018@gmail.com,Parent-25CS018,Parent@25CS018
Student,2nd B.Sc Computer Science,A. Arun Kumar,arun.25cs019@college.edu,25CS019,Pass@25CS019
Parent,2nd B.Sc Computer Science (Ward: 25CS019),Mr. Ramesh Kumar,ramesh.25cs019@gmail.com,Parent-25CS019,Parent@25CS019
Student,2nd B.Sc Computer Science,V. Kavitha,kavitha.25cs020@college.edu,25CS020,Pass@25CS020
Parent,2nd B.Sc Computer Science (Ward: 25CS020),Mr. Radhakrishnan,radhakrishnan.25cs020@gmail.com,Parent-25CS020,Parent@25CS020
Student,2nd B.Sc Computer Science,P. Vignesh,vignesh.25cs021@college.edu,25CS021,Pass@25CS021
Parent,2nd B.Sc Computer Science (Ward: 25CS021),Mr. Mani,mani.25cs021@gmail.com,Parent-25CS021,Parent@25CS021
Student,2nd B.Sc Computer Science,J. Ananya Sri,ananya.25cs022@college.edu,25CS022,Pass@25CS022
Parent,2nd B.Sc Computer Science (Ward: 25CS022),Mr. Thangavel,thangavel.25cs022@gmail.com,Parent-25CS022,Parent@25CS022
Student,2nd B.Sc Computer Science,C. Dinesh Kumar,dinesh.25cs023@college.edu,25CS023,Pass@25CS023
Parent,2nd B.Sc Computer Science (Ward: 25CS023),Mr. Ganesan,ganesan.25cs023@gmail.com,Parent-25CS023,Parent@25CS023
Student,2nd B.Sc Computer Science,E. Divya Bharathi,divya.25cs024@college.edu,25CS024,Pass@25CS024
Parent,2nd B.Sc Computer Science (Ward: 25CS024),Mr. Balan,balan.25cs024@gmail.com,Parent-25CS024,Parent@25CS024
Student,2nd B.Sc Computer Science,D. Sanjay,sanjay.25cs025@college.edu,25CS025,Pass@25CS025
Parent,2nd B.Sc Computer Science (Ward: 25CS025),Mr. Natarajan,natarajan.25cs025@gmail.com,Parent-25CS025,Parent@25CS025
Student,2nd B.Sc Computer Science,L. Keerthana,keerthana.25cs026@college.edu,25CS026,Pass@25CS026
Parent,2nd B.Sc Computer Science (Ward: 25CS026),Mr. Velmurugan,velmurugan.25cs026@gmail.com,Parent-25CS026,Parent@25CS026
Student,2nd B.Sc Computer Science,H. Harish Raghav,harish.25cs027@college.edu,25CS027,Pass@25CS027
Parent,2nd B.Sc Computer Science (Ward: 25CS027),Mr. Arumugam,arumugam.25cs027@gmail.com,Parent-25CS027,Parent@25CS027
Student,2nd B.Sc Computer Science,Y. Deepa Lakshmi,deepa.25cs028@college.edu,25CS028,Pass@25CS028
Parent,2nd B.Sc Computer Science (Ward: 25CS028),Mr. Krishnan,krishnan.25cs028@gmail.com,Parent-25CS028,Parent@25CS028
Student,2nd B.Sc Computer Science,K. Manoj Kumar,manoj.25cs029@college.edu,25CS029,Pass@25CS029
Parent,2nd B.Sc Computer Science (Ward: 25CS029),Mr. Annamalai,annamalai.25cs029@gmail.com,Parent-25CS029,Parent@25CS029
Student,2nd B.Sc Computer Science,S. Swetha,swetha.25cs030@college.edu,25CS030,Pass@25CS030
Parent,2nd B.Sc Computer Science (Ward: 25CS030),Mr. Selvam,selvam.25cs030@gmail.com,Parent-25CS030,Parent@25CS030
Student,3rd B.Sc Computer Science,V. Surya,surya.24cs001@college.edu,24CS001,Pass@24CS001
Parent,3rd B.Sc Computer Science (Ward: 24CS001),Mr. Saminathan,saminathan.24cs001@gmail.com,Parent-24CS001,Parent@24CS001
Student,3rd B.Sc Computer Science,P. Mythili,mythili.24cs002@college.edu,24CS002,Pass@24CS002
Parent,3rd B.Sc Computer Science (Ward: 24CS002),Mr. Manoharan,manoharan.24cs002@gmail.com,Parent-24CS002,Parent@24CS002
Student,3rd B.Sc Computer Science,J. Pradeep,pradeep.24cs003@college.edu,24CS003,Pass@24CS003
Parent,3rd B.Sc Computer Science (Ward: 24CS003),Mr. Perumal,perumal.24cs003@gmail.com,Parent-24CS003,Parent@24CS003
Student,3rd B.Sc Computer Science,C. Anitha,anitha.24cs004@college.edu,24CS004,Pass@24CS004
Parent,3rd B.Sc Computer Science (Ward: 24CS004),Mr. Appasamy,appasamy.24cs004@gmail.com,Parent-24CS004,Parent@24CS004
Student,3rd B.Sc Computer Science,E. Gopinath,gopinath.24cs005@college.edu,24CS005,Pass@24CS005
Parent,3rd B.Sc Computer Science (Ward: 24CS005),Mr. Gopalakrishnan,gopalakrishnan.24cs005@gmail.com,Parent-24CS005,Parent@24CS005
Student,3rd B.Sc Computer Science,D. Nandhini,nandhini.24cs006@college.edu,24CS006,Pass@24CS006
Parent,3rd B.Sc Computer Science (Ward: 24CS006),Mr. Neelamegam,neelamegam.24cs006@gmail.com,Parent-24CS006,Parent@24CS006
Student,3rd B.Sc Computer Science,L. Saravanan,saravanan.24cs007@college.edu,24CS007,Pass@24CS007
Parent,3rd B.Sc Computer Science (Ward: 24CS007),Mr. Subramani,subramani.24cs007@gmail.com,Parent-24CS007,Parent@24CS007
Student,3rd B.Sc Computer Science,H. Mahalakshmi,mahalakshmi.24cs008@college.edu,24CS008,Pass@24CS008
Parent,3rd B.Sc Computer Science (Ward: 24CS008),Mr. Madhavan,madhavan.24cs008@gmail.com,Parent-24CS008,Parent@24CS008
Student,3rd B.Sc Computer Science,Y. Madhan,madhan.24cs009@college.edu,24CS009,Pass@24CS009
Parent,3rd B.Sc Computer Science (Ward: 24CS009),Mr. Mathivanan,mathivanan.24cs009@gmail.com,Parent-24CS009,Parent@24CS009
Student,3rd B.Sc Computer Science,K. Revathi,revathi.24cs010@college.edu,24CS010,Pass@24CS010
Parent,3rd B.Sc Computer Science (Ward: 24CS010),Mr. Ramalingam,ramalingam.24cs010@gmail.com,Parent-24CS010,Parent@24CS010
Student,3rd B.Sc Computer Science,S. Vetrivel,vetrivel.24cs011@college.edu,24CS011,Pass@24CS011
Parent,3rd B.Sc Computer Science (Ward: 24CS011),Mr. Velu,velu.24cs011@gmail.com,Parent-24CS011,Parent@24CS011
Student,3rd B.Sc Computer Science,M. Priya Dharshini,priya.24cs012@college.edu,24CS012,Pass@24CS012
Parent,3rd B.Sc Computer Science (Ward: 24CS012),Mr. Sundaram,sundaram.24cs012@gmail.com,Parent-24CS012,Parent@24CS012
Student,3rd B.Sc Computer Science,R. Arun Kumar,arun.24cs013@college.edu,24CS013,Pass@24CS013
Parent,3rd B.Sc Computer Science (Ward: 24CS013),Mr. Ramesh Kumar,ramesh.24cs013@gmail.com,Parent-24CS013,Parent@24CS013
Student,3rd B.Sc Computer Science,G. Kavitha,kavitha.24cs014@college.edu,24CS014,Pass@24CS014
Parent,3rd B.Sc Computer Science (Ward: 24CS014),Mr. Radhakrishnan,radhakrishnan.24cs014@gmail.com,Parent-24CS014,Parent@24CS014
Student,3rd B.Sc Computer Science,T. Vignesh,vignesh.24cs015@college.edu,24CS015,Pass@24CS015
Parent,3rd B.Sc Computer Science (Ward: 24CS015),Mr. Mani,mani.24cs015@gmail.com,Parent-24CS015,Parent@24CS015
Student,3rd B.Sc Computer Science,N. Ananya Sri,ananya.24cs016@college.edu,24CS016,Pass@24CS016
Parent,3rd B.Sc Computer Science (Ward: 24CS016),Mr. Thangavel,thangavel.24cs016@gmail.com,Parent-24CS016,Parent@24CS016
Student,3rd B.Sc Computer Science,B. Dinesh Kumar,dinesh.24cs017@college.edu,24CS017,Pass@24CS017
Parent,3rd B.Sc Computer Science (Ward: 24CS017),Mr. Ganesan,ganesan.24cs017@gmail.com,Parent-24CS017,Parent@24CS017
Student,3rd B.Sc Computer Science,A. Divya Bharathi,divya.24cs018@college.edu,24CS018,Pass@24CS018
Parent,3rd B.Sc Computer Science (Ward: 24CS018),Mr. Balan,balan.24cs018@gmail.com,Parent-24CS018,Parent@24CS018
Student,3rd B.Sc Computer Science,V. Sanjay,sanjay.24cs019@college.edu,24CS019,Pass@24CS019
Parent,3rd B.Sc Computer Science (Ward: 24CS019),Mr. Natarajan,natarajan.24cs019@gmail.com,Parent-24CS019,Parent@24CS019
Student,3rd B.Sc Computer Science,P. Keerthana,keerthana.24cs020@college.edu,24CS020,Pass@24CS020
Parent,3rd B.Sc Computer Science (Ward: 24CS020),Mr. Velmurugan,velmurugan.24cs020@gmail.com,Parent-24CS020,Parent@24CS020
Student,3rd B.Sc Computer Science,J. Harish Raghav,harish.24cs021@college.edu,24CS021,Pass@24CS021
Parent,3rd B.Sc Computer Science (Ward: 24CS021),Mr. Arumugam,arumugam.24cs021@gmail.com,Parent-24CS021,Parent@24CS021
Student,3rd B.Sc Computer Science,C. Deepa Lakshmi,deepa.24cs022@college.edu,24CS022,Pass@24CS022
Parent,3rd B.Sc Computer Science (Ward: 24CS022),Mr. Krishnan,krishnan.24cs022@gmail.com,Parent-24CS022,Parent@24CS022
Student,3rd B.Sc Computer Science,E. Manoj Kumar,manoj.24cs023@college.edu,24CS023,Pass@24CS023
Parent,3rd B.Sc Computer Science (Ward: 24CS023),Mr. Annamalai,annamalai.24cs023@gmail.com,Parent-24CS023,Parent@24CS023
Student,3rd B.Sc Computer Science,D. Swetha,swetha.24cs024@college.edu,24CS024,Pass@24CS024
Parent,3rd B.Sc Computer Science (Ward: 24CS024),Mr. Selvam,selvam.24cs024@gmail.com,Parent-24CS024,Parent@24CS024
Student,3rd B.Sc Computer Science,L. Naveen Prasath,naveen.24cs025@college.edu,24CS025,Pass@24CS025
Parent,3rd B.Sc Computer Science (Ward: 24CS025),Mr. Ramanathan,ramanathan.24cs025@gmail.com,Parent-24CS025,Parent@24CS025
Student,3rd B.Sc Computer Science,H. Sneha,sneha.24cs026@college.edu,24CS026,Pass@24CS026
Parent,3rd B.Sc Computer Science (Ward: 24CS026),Mr. Muthukumar,muthukumar.24cs026@gmail.com,Parent-24CS026,Parent@24CS026
Student,3rd B.Sc Computer Science,Y. Gokulnath,gokulnath.24cs027@college.edu,24CS027,Pass@24CS027
Parent,3rd B.Sc Computer Science (Ward: 24CS027),Mr. Palanisamy,palanisamy.24cs027@gmail.com,Parent-24CS027,Parent@24CS027
Student,3rd B.Sc Computer Science,K. Pavithra,pavithra.24cs028@college.edu,24CS028,Pass@24CS028
Parent,3rd B.Sc Computer Science (Ward: 24CS028),Mr. Chandran,chandran.24cs028@gmail.com,Parent-24CS028,Parent@24CS028
Student,3rd B.Sc Computer Science,S. Karthikeyan,karthikeyan.24cs029@college.edu,24CS029,Pass@24CS029
Parent,3rd B.Sc Computer Science (Ward: 24CS029),Mr. Jayaraman,jayaraman.24cs029@gmail.com,Parent-24CS029,Parent@24CS029
Student,3rd B.Sc Computer Science,M. Abinaya,abinaya.24cs030@college.edu,24CS030,Pass@24CS030
Parent,3rd B.Sc Computer Science (Ward: 24CS030),Mr. Durairaj,durairaj.24cs030@gmail.com,Parent-24CS030,Parent@24CS030
